id,title,"description","link","image_link","additional_image_link",availability,"price","sale_price","brand","condition","gtin","mpn","identifier_exists","google_product_category","shipping_weight"
"MMRAD-DMAX-01","Mishimoto Radiator for GM Duramax 2001-2005 6.6L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-01-05-chevroletgmc-66l-duramax-radiator.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796405.jpeg",,"in_stock",1149.99 USD,,Mishimoto,"new",748666000000,"MMRAD-DMAX-01",yes,,33 lb
"MMRAD-DMAX-06","Mishimoto Radiator for GM Duramax 2006-2010 6.6L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-06-10-chevroletgmc-66l-duramax-radiator.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796406.jpeg",,"in_stock",1199.99 USD,,Mishimoto,"new",748666000000,"MMRAD-DMAX-06",yes,,35 lb
"MMRAD-F2D-60","Mishimoto Radiator for Ford Powerstroke 2003-2007 6.0L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-radiator-for-2003-2007-ford-powerstroke-60l.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796409.jpeg",,"in_stock",1237.99 USD,,Mishimoto,"new",748354000000,"MMRAD-F2D-60",yes,,32 lb
"MMRAD-F2D-08V2","Mishimoto Radiator for Ford Powerstroke 2008-2010 6.4L","Mishimoto Upgraded Powerstroke Radiator Proper engine cooling is crucial on modified engines and when you need reliable performance from your Ford Powerstroke. The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency for daily driving or r hauling and towing. High Performance Powerstroke Cooling System Any upgrade to the cooling system improves the performance of your truck and is an important element to managing the extreme heat produced by hard working or modified high performance engines. This Mishimoto radiator features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Easy Powerstroke Radiator Installation Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required and it comes backed by the Mishimoto Lifetime warranty.","https://sinisterdiesel.com/mishimoto-radiator-for-2008-2010-ford-powerstroke-64l.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796407.jpeg",,"in_stock",1400.99 USD,,Mishimoto,"new",748354000000,"MMRAD-F2D-08V2",yes,,58 lb
"MMRAD-F2D-99","Mishimoto Radiator for Ford Powerstroke 1999-2003 7.3L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-99-03-ford-73l-powerstroke-radiator.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796411.jpeg",,"in_stock",1200.99 USD,,Mishimoto,"new",748355000000,"MMRAD-F2D-99",yes,,37 lb
"MMRAD-RAM-03","Mishimoto Radiator for Dodge Cummins 2003-2009 5.9L/6.7L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-03-09-dodge-59l67l-cummins-radiator.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796412.jpeg",,"in_stock",1200.99 USD,,Mishimoto,"new",748355000000,"MMRAD-RAM-03",yes,,35 lb
"MMRAD-RAM-94","Mishimoto Radiator for Dodge Cummins 1994-2002 5.9L","The Mishimoto performance aluminum radiator is the ideal upgrade for the factory radiator. It was designed and engineered to maximize cooling efficiency, boost engine functions, and protect your truck from overheating. Whether you use your truck for daily driving or as a powerhouse for hauling and towing, you don't want to overlook the importance of installing an upgraded radiator for your engine. The Mishimoto radiators features a lightweight two-row core made of 100% brazed aluminum, and it features TIG-welded end tanks for increased strength and durability. Every Mishimoto performance radiator is a direct factory fit, making installation effortless with no cutting or modification required. As with all our products, this radiator is protected by the Mishimoto lifetime warranty.","https://sinisterdiesel.com/mishimoto-94-02-dodge-59l-cummins-radiator.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144796413.jpeg",,"in_stock",1075.99 USD,,Mishimoto,"new",748666000000,"MMRAD-RAM-94",yes,,30 lb
SD-0510LVL-BLK,"Sinister Diesel Leveling Kit for 2005-2016 Ford Powerstroke Black (4wd Only)","The Sinister Diesel Powerstroke leveling kit allows you to bring your front end up 2 inches in order to level your 2005-2016 Ford Super Duty 4x4 truck so you can run bigger and more aggressive wheel and tire combinations. This Powerstroke leveling kit from Sinister Diesel requires no modifications or fabrication for an easy and straightforward bolt-in installation process. Features: Billet Aluminum Construction Increased Tire Clearance Black Anodized Finish 2 Year Warranty Kit Includes: (2) 2 inch Billet coil spacers Hardware Kit","https://sinisterdiesel.com/sinister-diesel-leveling-kit-for-ford-powerstroke-2005-2016-black-4wd-only.html","https://sinisterdiesel.com/graphics/00000001/7/_DSC5281.jpg","https://sinisterdiesel.com/graphics/00000001/7/_DSC5287.jpg , https://sinisterdiesel.com/graphics/00000001/7/_DSC5286.jpg , https://sinisterdiesel.com/graphics/00000001/7/_DSC5293.jpg","in_stock",159.99 USD,,"Sinister Diesel","new",841788100014,SD-0510LVL-BLK,yes,,4 lb
SD-0510LVL-BLU,"Sinister Diesel Leveling Kit for 2005-2016 Ford Powerstroke - Blue (4wd Only)","The Sinister Diesel leveling kit for the 2005-2016 Ford Super Duty 4x4 allows you to level the front end of your truck so you can run bigger and more aggressive wheel and tire combinations. These leaving blocks raise your front end 2 inches to level your truck. This Sinister Diesel leveling kit requires no modifications or fabrication for an easy and straightforward bolt-in installation process. Features: Billet Aluminum Construction Increased Tire Clearance Blue Anodized Finish 2 Year Warranty Kit Includes: (2) 2 inch Billet coil spacers Hardware Kit","https://sinisterdiesel.com/sinister-diesel-leveling-kit-for-ford-powerstroke-2005-2016-blue-4wd-only.html","https://sinisterdiesel.com/graphics/00000001/7/_DSC4518.jpg","https://sinisterdiesel.com/graphics/00000001/7/_DSC4521.jpg , https://sinisterdiesel.com/graphics/00000001/7/_DSC4520.jpg , https://sinisterdiesel.com/graphics/00000001/7/_DSC4523.jpg","in_stock",159.99 USD,,"Sinister Diesel","new",841788100021,SD-0510LVL-BLU,yes,,4 lb
SD-4-5-BLK,"Sinister Diesel Black Ceramic Coated Stainless Steel Exhaust Tip (4"" to 5"")","⚠️ Fitment & Heat Notice For modern diesel trucks equipped with, or originally designed to use, a DPF system, we strongly recommend using a dual wall exhaust tip to properly manage exhaust heat and protect the finish. Single wall exhaust tips are not recommended for DPF-equipped trucks. Exhaust gas temperatures on these vehicles can exceed the heat limits of powder-coated finishes. Installation of a single wall exhaust tip on a truck that has, or should have, a DPF system will void any warranty related to finish or powder coat damage caused by excessive heat. Features: Size: 4"" Inlet | 5"" Outlet | 12"" Length Made from 304 Stainless Steel Black Ceramic Coated Single Wall construction with rolled outlet edge Simple 1-step clamp-on installation (no welding required) 1 Year Warranty The Sinister Diesel Exhaust Tip is a high-quality aftermarket accessory designed to enhance the look and performance of your vehicle's exhaust system. This exhaust tip is made from premium quality stainless steel, which makes it durable and resistant to corrosion. It features a single-wall, angle cut design to give your truck a stylish and aggressive look. The tip is easy to install and comes with everything you need for a hassle-free installation. It is designed to fit most 4"" exhaust systems and has a Black Ceramic finish to make you stand out from the crowd. Kit Includes: (1) 4"" to 5"" Black Ceramic 304 Stainless Exhaust Tip Customer Notice – Exhaust Tip Policy We want you to love your Sinister Diesel exhaust tip. To ensure the best experience, please note: All sales are final once installed. Due to the nature of exhaust components, this product cannot be returned for credit after installation. Please double-check the fitment before installation to ensure it meets your needs. If you have any questions before installing, our team is happy to help. Contact us anytime for support. Thank you for choosing Sinister Diesel","https://sinisterdiesel.com/sinister-diesel-black-ceramic-coated-stainless-steel-exhaust-tip-4-to-5.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144797795.jpeg","https://sinisterdiesel.com/graphics/00000001/7/_DSC4278.jpg","in_stock",87.99 USD,,"Sinister Diesel","new",841788100076,SD-4-5-BLK,yes,"Vehicles &amp; Parts &gt; Vehicle Parts &amp; Accessories &gt; Motor Vehicle Parts &gt; Motor Vehicle Exhaust &gt; Tailpipes &amp; Tailpipe Parts",4 lb
SD-4-5-POL,"Sinister Diesel Polished 304 Stainless Steel Exhaust Tip (4"" to 5"")","⚠️ Fitment & Heat Notice For modern diesel trucks equipped with, or originally designed to use, a DPF system, we strongly recommend using a dual wall exhaust tip to properly manage exhaust heat and protect the finish. Single wall exhaust tips are not recommended for DPF-equipped trucks. Exhaust gas temperatures on these vehicles can exceed the heat limits of powder-coated finishes. Installation of a single wall exhaust tip on a truck that has, or should have, a DPF system will void any warranty related to finish or powder coat damage caused by excessive heat. Features: Size: 4"" Inlet | 5"" Outlet | 12"" Length Made from Polished 304 Stainless Steel Single Wall construction with rolled outlet edge Simple 1-step clamp-on installation (no welding required) 1 Year Warranty The Sinister Diesel Exhaust Tip is a high-quality aftermarket accessory designed to enhance the look and performance of your vehicle's exhaust system. This exhaust tip is made from premium quality stainless steel, which makes it durable and resistant to corrosion. It features a single-wall, angle cut design to give your truck a stylish and aggressive look. The tip is easy to install and comes with everything you need for a hassle-free installation. It is designed to fit most 4"" exhaust systems and has a Polished finish to make you stand out from the crowd. Kit Includes: (1) 4"" to 5"" Polished 304 Stainless Exhaust Tip Customer Notice – Exhaust Tip Policy We want you to love your Sinister Diesel exhaust tip. To ensure the best experience, please note: All sales are final once installed. Due to the nature of exhaust components, this product cannot be returned for credit after installation. Please double-check the fitment before installation to ensure it meets your needs. If you have any questions before installing, our team is happy to help. Contact us anytime for support. Thank you for choosing Sinister Diesel","https://sinisterdiesel.com/sinister-diesel-polished-304-stainless-steel-exhaust-tip-4-to-5.html","https://sinisterdiesel.com/graphics/00000001/6/_DSC1242_2.jpg","https://sinisterdiesel.com/graphics/00000001/7/_DSC1244-2.jpg , https://sinisterdiesel.com/graphics/00000001/7/_DSC4277.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1243_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1244_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1245_2.jpg","in_stock",76.99 USD,,"Sinister Diesel","new",841788100083,SD-4-5-POL,yes,,4 lb
SD-5-6-BLK,"Sinister Diesel Black Ceramic Coated Stainless Steel Exhaust Tip (5"" to 6"")","⚠️ Fitment & Heat Notice For modern diesel trucks equipped with, or originally designed to use, a DPF system, we strongly recommend using a dual wall exhaust tip to properly manage exhaust heat and protect the finish. Single wall exhaust tips are not recommended for DPF-equipped trucks. Exhaust gas temperatures on these vehicles can exceed the heat limits of powder-coated finishes. Installation of a single wall exhaust tip on a truck that has, or should have, a DPF system will void any warranty related to finish or powder coat damage caused by excessive heat. Easily upgrade the looks of your diesel truck’s exhaust system using this ceramic coated exhaust tip from Sinister Diesel. It works with Duramax, Cummins, and Powerstroke diesel exhaust systems, expanding the exhaust outlet to 6 inches. A black finish matches other blacked-out parts on your truck, giving that aggressive appearance you crave. Sinister Diesel makes each exhaust tip out of 304 stainless steel, so it resists corrosion. The black ceramic coating hides soot and dirt, plus it cleans up nicely. Made to fit any 5-inch exhaust tip, the opening on the Sinister Diesel exhaust tip measures 6 inches. It simply clamps on using simple hand tools. Features: 5"" Inlet | 6"" Outlet | 12"" Length Black Ceramic Coating 304 Stainless Steel Construction Single Wall Construction with Rolled Outlet Edge Simple 1-Step Clamp-On Installation (No Welding Required) Universal Fit 1 Year Warranty Customer Notice – Exhaust Tip Policy We want you to love your Sinister Diesel exhaust tip. To ensure the best experience, please note: All sales are final once installed. Due to the nature of exhaust components, this product cannot be returned for credit after installation. Please double-check the fitment before installation to ensure it meets your needs. If you have any questions before installing, our team is happy to help. Contact us anytime for support. Thank you for choosing Sinister Diesel","https://sinisterdiesel.com/sinister-diesel-black-ceramic-coated-stainless-steel-exhaust-tip-5-to-6.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144797836.jpeg",,"in_stock",104.99 USD,,"Sinister Diesel","new",841788100229,SD-5-6-BLK,yes,"Vehicles &amp; Parts &gt; Vehicle Parts &amp; Accessories &gt; Motor Vehicle Parts &gt; Motor Vehicle Exhaust &gt; Tailpipes &amp; Tailpipe Parts",4 lb
SD-5-6-POL,"Sinister Diesel Polished 304 Stainless Steel Exhaust Tip (5"" to 6"")","⚠️ Fitment & Heat Notice For modern diesel trucks equipped with, or originally designed to use, a DPF system, we strongly recommend using a dual wall exhaust tip to properly manage exhaust heat and protect the finish. Single wall exhaust tips are not recommended for DPF-equipped trucks. Exhaust gas temperatures on these vehicles can exceed the heat limits of powder-coated finishes. Installation of a single wall exhaust tip on a truck that has, or should have, a DPF system will void any warranty related to finish or powder coat damage caused by excessive heat. Features: Inlet: 5-Inches Outlet: 6-Inches Length: 12-Inches 304 Stainless Steel Single Wall construction with rolled outlet edge Simple 1-Step clamp-on installation Universal Fit 1 Year Warranty If you're looking to add the aggressive look of an aftermarket diesel exhaust to your diesel truck, Sinister Diesel provides a great selection of exhaust tips that will definitely get your truck noticed. Use any of our expertly crafted, sleekly finished tips to quickly and easily enhance the appearance of your truck Each Sinister Diesel exhaust tip is made from high-quality 304 stainless steel for durability and long life. Each tip is then mirror polished for easy cleaning and a flashy appearance. The single-wall 5 to 6 inch tip fits any 5-inch tailpipe and widens to a full 6-inches with a rolled edge. Each tip is finished and proudly stamped by the Sinister Diesel Logo on the side Kit Includes: (1) 5"" to 6"" Single Wall Polished Tip Customer Notice – Exhaust Tip Policy We want you to love your Sinister Diesel exhaust tip. To ensure the best experience, please note: All sales are final once installed. Due to the nature of exhaust components, this product cannot be returned for credit after installation. Please double-check the fitment before installation to ensure it meets your needs. If you have any questions before installing, our team is happy to help. Contact us anytime for support. Thank you for choosing Sinister Diesel","https://sinisterdiesel.com/sinister-diesel-polished-304-stainless-steel-exhaust-tip-5-to-6.html","https://sinisterdiesel.com/graphics/00000001/6/_DSC1253_2.jpg","https://sinisterdiesel.com/graphics/00000001/7/_DSC1251-2_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1254_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1255_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1256_2.jpg , https://sinisterdiesel.com/graphics/00000001/6/_DSC1257_2.jpg","in_stock",97.99 USD,,"Sinister Diesel","new",841788100236,SD-5-6-POL,yes,"Vehicles &amp; Parts &gt; Vehicle Parts &amp; Accessories &gt; Motor Vehicle Parts &gt; Motor Vehicle Exhaust &gt; Tailpipes &amp; Tailpipe Parts",4 lb
sd-9409lvl-blk,"Sinister Diesel 2"" Leveling Kit for Dodge Ram 1994-2012 Black (4wd Only)",".two-column { display:flex; flex-direction:row; } @media only screen and (max-width: 600px) { .two-column, .two-column.reverse { flex-direction:column; } } .two-column > div { flex:1; margin:10px; max-width: 700px } If you want to level your Dodge, Sinister Diesel leveling kit is what you want. And we just happen to have it for a price you want too. If you want to level the front end of your truck with the back so you can add bigger, tougher tires and rims, the Sinister Diesel leveling kit can get the job done. No modifications will be required to install this product. Features and Benefits: Construction - Billet Aluminum Product Design - CNC Machined Performance Notes - Increased tire clearance to accommodate larger tires 2 Year Warranty Includes: (2) 2"" Billet Aluminum Coil Spacers Installation Hardware FAQ's Q: What kind of finish is on this part? A: This product has a black anodized finish for extra protection and a clean and stylish appearance","https://sinisterdiesel.com/sinister-diesel-2-leveling-kit-for-dodge-cummins-1994-2012-black-4wd-only.html","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810703.jpeg","https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810705.jpeg , https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810704.jpeg , https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810706.jpeg , https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810701.jpeg , https://sinisterdiesel.com/graphics/00000001/product_images/RAW144810700.jpeg","in_stock",479.99 USD,,"Sinister Diesel","new",841788100281,SD-9409LVL-BLK,yes,,10 lb
